SKU,Type,Name,Description,Categories,Images,Regular price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s)
13204,simple,"Dado Largo de 10 Mm, 6 Puntas, Cuadro 1/4', Truper","Producto de excelente calidad: Dado Largo de 10 Mm, 6 Puntas, Cuadro 1/4', Truper. Ideal para uso general o especializado. Adquiérelo al mejor precio.",Nuevo,,39.66,,,,,,,
13207,simple,"Dado Largo de 13 Mm, 6 Puntas, Cuadro 1/4', Truper","Producto de excelente calidad: Dado Largo de 13 Mm, 6 Puntas, Cuadro 1/4', Truper. Ideal para uso general o especializado. Adquiérelo al mejor precio.",Nuevo,,42.24,,,,,,,
13186,simple,"Dado Largo de 3/8', 6 Puntas, Cuadro 1/4', Truper","Producto de excelente calidad: Dado Largo de 3/8', 6 Puntas, Cuadro 1/4', Truper. Ideal para uso general o especializado. Adquiérelo al mejor precio.",Nuevo,,39.66,,,,,,,
13184,simple,"Dado Largo de 5/16"", 6 Puntas, Cuadro 1/4"", Truper",Dado de impacto en acero al cromo-vanadio para su uso con matraca o taladro de impacto. Diseñado para soportar altos torques sin deformarse ni agrietarse. Compatible con cuadros estándar para su uso en todo tipo de trabajos mecánicos y de mantenimiento.,,"https://www.truper.com/media/import/imagenes/D-1410-L.jpg, https://www.truper.com/media/import/imagenes/D-1410-L+EI1.jpg, https://www.truper.com/media/import/imagenes/D-1410-L+EIND1.jpg, https://www.truper.com/media/import/imagenes/D-1410-L+EM1.jpg, https://www.truper.com/media/import/imagenes/D-1410-L+E1.jpg, https://www.truper.com/media/import/imagenes/D-1410-L+FC1.jpg, https://www.truper.com/media/import/imagenes/D-1410-L+FC2.jpg",36.21,,,,,,,
13202,simple,"Dado Largo de 8 Mm, 6 Puntas, Cuadro 1/4"", Truper",Dado de impacto en acero al cromo-vanadio para su uso con matraca o taladro de impacto. Diseñado para soportar altos torques sin deformarse ni agrietarse. Compatible con cuadros estándar para su uso en todo tipo de trabajos mecánicos y de mantenimiento.,,"https://www.truper.com/media/import/imagenes/D-1408-LM.jpg, https://www.truper.com/media/import/imagenes/D-1408-LM+EI1.jpg, https://www.truper.com/media/import/imagenes/D-1408-LM+EIND1.jpg, https://www.truper.com/media/import/imagenes/D-1408-LM+EM1.jpg, https://www.truper.com/media/import/imagenes/D-1408-LM+E1.jpg, https://www.truper.com/media/import/imagenes/D-1408-LM+FC1.jpg, https://www.truper.com/media/import/imagenes/D-1408-LM+FC2.jpg",36.21,,,,,,,
13203,simple,"Dado Largo de 9 Mm, 6 Puntas, Cuadro 1/4"", Truper",Dado de impacto en acero al cromo-vanadio para su uso con matraca o taladro de impacto. Diseñado para soportar altos torques sin deformarse ni agrietarse. Compatible con cuadros estándar para su uso en todo tipo de trabajos mecánicos y de mantenimiento.,,"https://www.truper.com/media/import/imagenes/D-1409-LM.jpg, https://www.truper.com/media/import/imagenes/D-1409-LM+EI1.jpg, https://www.truper.com/media/import/imagenes/D-1409-LM+EIND1.jpg, https://www.truper.com/media/import/imagenes/D-1409-LM+EM1.jpg, https://www.truper.com/media/import/imagenes/D-1409-LM+E1.jpg, https://www.truper.com/media/import/imagenes/D-1409-LM+FC1.jpg, https://www.truper.com/media/import/imagenes/D-1409-LM+FC2.jpg",39.66,,,,,,,
6910H,simple,"Dado de Impacto 1/4"" 6 Puntas 5/16","Producto de excelente calidad: Dado de Impacto 1/4"" 6 Puntas 5/16. Ideal para uso general o especializado. Adquiérelo al mejor precio.",Nuevo,,51.99,,,,,,,
7210H,simple,"Dado de Impacto 3/8"" 6 Puntas 5/16","DADO DE IMPACTO 3/8"" 6 PUNTAS 5/16""",Nuevo,,63,,,,,,,
102243,simple,"Desarmador Dielã©ctrico Plano 1/4"" X 6"", Truper",Desarmador plano de uso profesional para instalación y mantenimiento de todo tipo. Fabricado con punta de acero endurecido para mayor durabilidad y resistencia al desgaste. Su mango ergonómico proporciona comodidad y control en cada aplicación.,,https://www.truper.com/media/import/imagenes/DR-1-4X6D.jpg,75.0,,,,,,,
102242,simple,"Desarmador Dielã©ctrico Plano 7/32"" X 5"", Truper",Desarmador plano de uso profesional para instalación y mantenimiento de todo tipo. Fabricado con punta de acero endurecido para mayor durabilidad y resistencia al desgaste. Su mango ergonómico proporciona comodidad y control en cada aplicación.,,https://www.truper.com/media/import/imagenes/DR-7-32X5D.jpg,68.1,,,,,,,
102241,simple,"Desarmador Dielã©ctrico de Cruz 1/4"" X 4"", Truper",Desarmador  de uso profesional para instalación y mantenimiento de todo tipo. Fabricado con punta de acero endurecido para mayor durabilidad y resistencia al desgaste. Su mango ergonómico proporciona comodidad y control en cada aplicación.,,https://www.truper.com/media/import/imagenes/DP-1-4X4D.jpg,65.52,,,,,,,
102240,simple,"Desarmador Dielã©ctrico de Cruz 3/16"" X 3"", Truper",Desarmador de cruz de uso profesional para instalación y mantenimiento de todo tipo. Fabricado con punta de acero endurecido para mayor durabilidad y resistencia al desgaste. Su mango ergonómico proporciona comodidad y control en cada aplicación.,,https://www.truper.com/media/import/imagenes/DP-3-16X3D.jpg,47.41,,,,,,,
DU221RB,simple,Desconectador 2x30 Du221rb,Desconectador eléctrico  para aislamiento seguro de circuitos en instalaciones industriales y comerciales. Permite desenergizar secciones del sistema eléctrico para mantenimiento o emergencias con total seguridad. Su diseño robusto garantiza un funcionamiento confiable en condiciones exigentes.,,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",1575.0,,,,,,,
DU321N,simple,Desconectador 3p 30a N-1,Desconectador eléctrico de 30A para aislamiento seguro de circuitos en instalaciones industriales y comerciales. Permite desenergizar secciones del sistema eléctrico para mantenimiento o emergencias con total seguridad. Su diseño robusto garantiza un funcionamiento confiable en condiciones exigentes.,,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",257.45,,,,,,,
PQ3603G,simple,Desconectador 3p 3w 480-600v,Desconectador eléctrico  para aislamiento seguro de circuitos en instalaciones industriales y comerciales. Permite desenergizar secciones del sistema eléctrico para mantenimiento o emergencias con total seguridad. Su diseño robusto garantiza un funcionamiento confiable en condiciones exigentes.,,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,10181.1,,,,,,,
DU321RB,simple,Desconectador 3p X 30 S/fus N-3r Sqd,Desconectador eléctrico  para aislamiento seguro de circuitos en instalaciones industriales y comerciales. Permite desenergizar secciones del sistema eléctrico para mantenimiento o emergencias con total seguridad. Su diseño robusto garantiza un funcionamiento confiable en condiciones exigentes.,,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",4257.22,,,,,,,
HU361RB,simple,Desconectador 3x30 600v S/fusibles Sqd,"Fusible  de protección para circuitos eléctricos contra sobrecargas y cortocircuitos. Dispositivo de protección de respuesta rápida que interrumpe el circuito antes de que un exceso de corriente dañe los equipos. Ideal para su uso en tableros, centros de carga y sistemas de distribución eléctrica.",,https://m.media-amazon.com/images/I/31XN9O0eqLL._AC_.jpg,9332.16,,,,,,,
GNF323,simple,Desconectador N-1 3x100 Amp 220v Gnf323,Producto de excelente calidad: Desconectador N-1 3x100 Amp 220v Gnf323. Ideal para uso general o especializado. Adquiérelo al mejor precio.,Nuevo,,5164.4,,,,,,,
HU362RB,simple,Desconectador Serv. Pesado 3p 60a S/portafusible Sqd,"Fusible de 60A de protección para circuitos eléctricos contra sobrecargas y cortocircuitos. Dispositivo de protección de respuesta rápida que interrumpe el circuito antes de que un exceso de corriente dañe los equipos. Ideal para su uso en tableros, centros de carga y sistemas de distribución eléctrica.",,https://m.media-amazon.com/images/I/31XN9O0eqLL._AC_.jpg,13115.94,,,,,,,
16923,simple,"Desoldador de Succiã³n, Truper",Dado de impacto en acero al cromo-vanadio para su uso con matraca o taladro de impacto. Diseñado para soportar altos torques sin deformarse ni agrietarse. Compatible con cuadros estándar para su uso en todo tipo de trabajos mecánicos y de mantenimiento.,,"https://www.truper.com/media/import/imagenes/DESO-8.jpg, https://www.truper.com/media/import/imagenes/DESO-8+D1.jpg, https://www.truper.com/media/import/imagenes/DESO-8+E1.jpg, https://www.truper.com/media/import/imagenes/DESO-8+FC1.jpg, https://www.truper.com/media/import/imagenes/DESO-8+FC2.jpg",93.97,,,,,,,
17033,simple,"Destornillador 3.6v, Pro","Producto de excelente calidad: Destornillador 3.6v, Pro. Ideal para uso general o especializado. Adquiérelo al mejor precio.",Nuevo,,340.52,,,,,,,
SURT0010,simple,Destornillador Azul de Caja 1/4,Desarmador  de uso profesional para instalación y mantenimiento de todo tipo. Fabricado con punta de acero endurecido para mayor durabilidad y resistencia al desgaste. Su mango ergonómico proporciona comodidad y control en cada aplicación.,,"https://m.media-amazon.com/images/I/51oVbZdLRoL._AC_UF894,1000_QL80_.jpg",71.0,,,,,,,
9702,simple,"Destornillador Rojo 1000 V, Punta Phillips #2, 3-15/16","DESTORNILLADOR ROJO 1000 V, PUNTA PHILLIPS #2, 3-15/16""",Nuevo,,80,,,,,,,
9716,simple,"Destornillador Rojo 1000 V, Punta Plana 1/4"", 5-7/8","DESTORNILLADOR ROJO 1000 V, PUNTA PLANA 1/4"", 5-7/8""",Nuevo,,97,,,,,,,
D416V,simple,"Destornillador con Mango Amarillo Dieléctrico 1000 V, Punta","Producto de excelente calidad: Destornillador con Mango Amarillo Dieléctrico 1000 V, Punta. Ideal para uso general o especializado. Adquiérelo al mejor precio.",Nuevo,,51,,,,,,,
D402V,simple,"Destornillador con Mango Amarillo Dieléctrico 1000 V, Punta","Producto de excelente calidad: Destornillador con Mango Amarillo Dieléctrico 1000 V, Punta. Ideal para uso general o especializado. Adquiérelo al mejor precio.",Nuevo,,46,,,,,,,
LEVI060,simple,Dimmer Desl C/inter 600w,"Dimmer de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",604.91,,,,,,,
LEVI0035,simple,Dimmer Deslizable 6674-10w,"Dimmer de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/61W8GZ+VxCL._AC_UF894,1000_QL80_.jpg",390.31,,,,,,,
47953,simple,"Dimmer Giratorio Blanco de 1.5 Mã³dulos, Lã­nea Lisboa","Modulo de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://www.truper.com/media/import/imagenes/DIM15-LB.jpg, https://www.truper.com/media/import/imagenes/DIM15-LB+EI1.jpg, https://www.truper.com/media/import/imagenes/DIM15-LB+EIND1.jpg, https://www.truper.com/media/import/imagenes/DIM15-LB+EM1.jpg, https://www.truper.com/media/import/imagenes/DIM15-LB+E1.jpg, https://www.truper.com/media/import/imagenes/DIM15-LB+FC1.jpg, https://www.truper.com/media/import/imagenes/DIM15-LB+FC2.jpg",75.86,,,,,,,
12134,simple,"Disco 4-1/2"" Multimaterial de Carburo de Tungsteno, Truper",Disco abrasivo  para corte y desbaste de metales en esmeriladora angular. Fabricado con abrasivos de alta calidad que mantienen el filo por más tiempo para mayor rendimiento. Compatible con esmeriladoras angulares estándar del mercado.,,"https://www.truper.com/media/import/imagenes/DITU-45.jpg, https://www.truper.com/media/import/imagenes/DITU-45+EI1.jpg, https://www.truper.com/media/import/imagenes/DITU-45+EM1.jpg, https://www.truper.com/media/import/imagenes/DITU-45+E1.jpg, https://www.truper.com/media/import/imagenes/DITU-45+FC1.jpg, https://www.truper.com/media/import/imagenes/DITU-45+FC2.jpg",142.24,,,,,,,
11674,simple,"Disco Laminado 4-1/2"", Grano 60 Centro 7/8"", Fibra, Truper","Disco laminado 4-1/2"" para desbaste y acabado de superficies metálicas en esmeriladora angular. Sus capas comprimidas proporcionan un desbaste agresivo con excelente acabado superficial. Ideal para eliminar soldaduras, rebabas, óxido y preparar piezas metálicas para pintura.",,"https://www.truper.com/media/import/imagenes/DLT-1717.jpg, https://www.truper.com/media/import/imagenes/DLT-1717+EI1.jpg, https://www.truper.com/media/import/imagenes/DLT-1717+EM1.jpg, https://www.truper.com/media/import/imagenes/DLT-1717+E1.jpg, https://www.truper.com/media/import/imagenes/DLT-1717+FC1.jpg, https://www.truper.com/media/import/imagenes/DLT-1717+FC2.jpg",73.5,,,,,,,
11688,simple,"Disco Laminado 4-1/2"", Grano 80 Centro 7/8"", Fibra, Truper",Disco abrasivo  para corte y desbaste de metales en esmeriladora angular. Fabricado con abrasivos de alta calidad que mantienen el filo por más tiempo para mayor rendimiento. Compatible con esmeriladoras angulares estándar del mercado.,,"https://www.truper.com/media/import/imagenes/DLT-1718.jpg, https://www.truper.com/media/import/imagenes/DLT-1718+EI1.jpg, https://www.truper.com/media/import/imagenes/DLT-1718+EM1.jpg, https://www.truper.com/media/import/imagenes/DLT-1718+E1.jpg, https://www.truper.com/media/import/imagenes/DLT-1718+FC1.jpg, https://www.truper.com/media/import/imagenes/DLT-1718+FC2.jpg",66.38,,,,,,,
100172,simple,"Disco Sierra 4-1/2"" para Madera, 24 Dientes Centro 3/8","Disco de sierra 4 1/2"" para corte preciso de madera, MDF y materiales derivados. Sus dientes de carburo de tungsteno garantizan cortes limpios y una larga vida útil incluso en trabajo continuo. Compatible con sierras circulares y esmeriladora angular del diámetro correspondiente.",,"https://www.truper.com/media/import/imagenes/ST-424.jpg, https://www.truper.com/media/import/imagenes/ST-424+EI1.jpg, https://www.truper.com/media/import/imagenes/ST-424+EIND1.jpg, https://www.truper.com/media/import/imagenes/ST-424+EM1.jpg, https://www.truper.com/media/import/imagenes/ST-424+E1.jpg",155.17,,,,,,,
12545,simple,"Disco Tipo 41 de 4-1/2"" X 1 Mm Corte Fino de Metal, Sable","Disco abrasivo 4 1/2"" para corte y desbaste de metales en esmeriladora angular. Fabricado con abrasivos de alta calidad que mantienen el filo por más tiempo para mayor rendimiento. Compatible con esmeriladoras angulares estándar del mercado.",,"https://www.truper.com/media/import/imagenes/DICOF-4510.jpg, https://www.truper.com/media/import/imagenes/DICOF-4510+EI1.jpg, https://www.truper.com/media/import/imagenes/DICOF-4510+EM1.jpg, https://www.truper.com/media/import/imagenes/DICOF-4510+E1.jpg, https://www.truper.com/media/import/imagenes/DICOF-4510+FC1.jpg, https://www.truper.com/media/import/imagenes/DICOF-4510+FC2.jpg",13.79,,,,,,,
22344,simple,"Disco Tipo 41 de 4-1/2"" X 1.2 Mm Corte Fino de Metal, Pretul",Disco abrasivo  para corte y desbaste de metales en esmeriladora angular. Fabricado con abrasivos de alta calidad que mantienen el filo por más tiempo para mayor rendimiento. Compatible con esmeriladoras angulares estándar del mercado.,,"https://www.truper.com/media/import/imagenes/DICOF-4512P.jpg, https://www.truper.com/media/import/imagenes/DICOF-4512P+EI1.jpg, https://www.truper.com/media/import/imagenes/DICOF-4512P+EM1.jpg, https://www.truper.com/media/import/imagenes/DICOF-4512P+E1.jpg, https://www.truper.com/media/import/imagenes/DICOF-4512P+FC1.jpg, https://www.truper.com/media/import/imagenes/DICOF-4512P+FC2.jpg",9.05,,,,,,,
22346,simple,"Disco Tipo 41 de 7"" X 2 Mm Corte Fino de Metal, Pretul",Disco abrasivo  para corte y desbaste de metales en esmeriladora angular. Fabricado con abrasivos de alta calidad que mantienen el filo por más tiempo para mayor rendimiento. Compatible con esmeriladoras angulares estándar del mercado.,,"https://www.truper.com/media/import/imagenes/DICOF-7020P.jpg, https://www.truper.com/media/import/imagenes/DICOF-7020P+EI1.jpg, https://www.truper.com/media/import/imagenes/DICOF-7020P+EM1.jpg, https://www.truper.com/media/import/imagenes/DICOF-7020P+E1.jpg, https://www.truper.com/media/import/imagenes/DICOF-7020P+FC1.jpg, https://www.truper.com/media/import/imagenes/DICOF-7020P+FC2.jpg",28.45,,,,,,,
12979,simple,"Disco de Diamante de 4"" X 2.2 Mm, Rin Turbo, Truper","Disco de diamante  para corte de porcelanato, cerámica, concreto y materiales abrasivos. Su rin segmentado o turbo disipa el calor y expulsa el polvo para un corte eficiente. Compatible con esmeriladora angular y cortadora de azulejo de la medida correspondiente.",,"https://www.truper.com/media/import/imagenes/DID-240.jpg, https://www.truper.com/media/import/imagenes/DID-240+E1.jpg, https://www.truper.com/media/import/imagenes/DID-240+FC1.jpg, https://www.truper.com/media/import/imagenes/DID-240+FC2.jpg, https://www.truper.com/media/import/imagenes/DID-240+FC3.jpg",142.24,,,,,,,
15196,simple,"Disco de Diamante de 4-1/2"" X 1.3 Mm, Corte de Porcelanato","Disco de diamante  para corte de porcelanato, cerámica, concreto y materiales abrasivos. Su rin segmentado o turbo disipa el calor y expulsa el polvo para un corte eficiente. Compatible con esmeriladora angular y cortadora de azulejo de la medida correspondiente.",,"https://www.truper.com/media/import/imagenes/DID-545.jpg, https://www.truper.com/media/import/imagenes/DID-545+D1.jpg, https://www.truper.com/media/import/imagenes/DID-545+D2.jpg, https://www.truper.com/media/import/imagenes/DID-545+EI1.jpg, https://www.truper.com/media/import/imagenes/DID-545+EIND1.jpg, https://www.truper.com/media/import/imagenes/DID-545+EM1.jpg, https://www.truper.com/media/import/imagenes/DID-545+E1.jpg, https://www.truper.com/media/import/imagenes/DID-545+FC1.jpg, https://www.truper.com/media/import/imagenes/DID-545+FC2.jpg, https://www.truper.com/media/import/imagenes/DID-545+FC3.jpg",168.1,,,,,,,
100126,simple,"Disco de Lija 4-1/2"" con Respaldo de Fibra, Grano 50, Truper","Disco abrasivo 4 1/2"" para corte y desbaste de metales en esmeriladora angular. Fabricado con abrasivos de alta calidad que mantienen el filo por más tiempo para mayor rendimiento. Compatible con esmeriladoras angulares estándar del mercado.",,"https://www.truper.com/media/import/imagenes/DILF-450.jpg, https://www.truper.com/media/import/imagenes/DILF-450+EI1.jpg, https://www.truper.com/media/import/imagenes/DILF-450+EM1.jpg, https://www.truper.com/media/import/imagenes/DILF-450+E1.jpg, https://www.truper.com/media/import/imagenes/DILF-450+FC1.jpg",14.66,,,,,,,
SURT0014,simple,Disco de Lija de Madera,"Disco de sierra  para corte preciso de madera, MDF y materiales derivados. Sus dientes de carburo de tungsteno garantizan cortes limpios y una larga vida útil incluso en trabajo continuo. Compatible con sierras circulares y esmeriladora angular del diámetro correspondiente.",,https://www.hecort.com/wp-content/uploads/2021/03/Broca-HSS.jpg,14.66,,,,,,,
16956,simple,"Dispensador con 10 Cuchillas para Nv-7 y Nm-7, Truper","Dispensador de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://www.truper.com/media/import/imagenes/REP-NM-10.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10+D1.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10+D2.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10+D3.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10+D4.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10+D5.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10+D6.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10+EI1.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10+EIND1.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10+EM1.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10+E1.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10+FC1.jpg",36.21,,,,,,,
100079,simple,"Dispensador con 10 Cuchillas para Nv-7x y Nm-6, Expert","Dispensador de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://www.truper.com/media/import/imagenes/REP-NM-10X.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10X+D1.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10X+D2.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10X+D3.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10X+D4.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10X+D5.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10X+D6.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10X+EI1.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10X+EIND1.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10X+EM1.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10X+E1.jpg, https://www.truper.com/media/import/imagenes/REP-NM-10X+FC1.jpg",82.8,,,,,,,
DISP0001,simple,Dispensador de Agua,"Dispensador de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",5062.32,,,,,,,
DI100,simple,Distan Recargable Laser 100m,"Distan de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",1514.0,,,,,,,
DI40,simple,Distan Recargable Laser Mini 40m,"Distan de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",1015.0,,,,,,,
DISY0001,simple,Disyuntor Fd 3p 250a Fxd63b250l,"Interruptor termomagnético 250A de 3 polos para protección de circuitos eléctricos contra sobrecargas y cortocircuitos. Diseñado para instalaciones en centros de carga residenciales, comerciales e industriales. Su mecanismo de disparo rápido asegura la protección del cableado y los equipos conectados.",,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",13576.5,,,,,,,
112606,simple,Dobladora para Tubo Conduit de 3/4,"DOBLADORA PARA TUBO CONDUIT DE 3/4""",Nuevo,,340,,,,,,,
112607,simple,Dobladora para Tubo Conduit de 1,"DOBLADORA PARA TUBO CONDUIT DE 1""",Nuevo,,571,,,,,,,
TECN0076,simple,Dowlight 12w 6500â°k Dlm'pdl 12bb,"Dowlight de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,119.5,,,,,,,
TECN0075,simple,Downlight 12w 3500k 85-265v Mldl12wwtbc Satin,"Luminaria LED 12W de 3500K para iluminación interior de alta eficiencia. Ofrece una luz uniforme y de calidad con un consumo energético significativamente menor al de las lámparas convencionales. Perfecta para oficinas, locales comerciales, naves industriales y hogares modernos.",,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,119.5,,,,,,,
PDL50Q600,simple,Driver Led 50w 100-277v Ip67 Done Led,"Driver de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,224.25,,,,,,,
FKS5050D,simple,Driver Rgb y Control Remoto,"Driver de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,https://ferreabasto.com/cdn/shop/products/lampara-de-led-circular-empotrable-para-techo-blanca-12w-840lm-luz-fria-6500k-con-nom-1255-sanelec.jpg,260.88,,,,,,,
PQ1624DRIV,simple,Driver para Manguera 12v Qop,"Driver de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71VjMnYH5KL._AC_UF894,1000_QL80_.jpg",120.0,,,,,,,
PQ1621DRIV,simple,Driver para Manguera Neon Qop,"Driver de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71VjMnYH5KL._AC_UF894,1000_QL80_.jpg",90.0,,,,,,,
DCR45IRP,simple,Ducto 4x4x1.5 Dr45irp Gris Liso,Producto de excelente calidad: Ducto 4x4x1.5 Dr45irp Gris Liso. Ideal para uso general o especializado. Adquiérelo al mejor precio.,Nuevo,,801,,,,,,,
DUCT0001,simple,Ducto Cuadrado Liso Gris 4x4 X 3mts.,"Ducto de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",1711.58,,,,,,,
ELEC0005,simple,Electro-nivel 5 Metros 110/220v Rotoplas,Producto de excelente calidad: Electro-nivel 5 Metros 110/220v Rotoplas. Ideal para uso general o especializado. Adquiérelo al mejor precio.,Nuevo,,850,,,,,,,
ELEC007,simple,Electro-nivel 7 Metros 110/220v Altamira,"Nivel de burbuja para verificar la horizontalidad y verticalidad de superficies en obras y proyectos de construcción. Fabricado con cuerpo de aluminio extruido de alta resistencia y viales de alta precisión. Esencial para instalaciones de muebles, marcos, enchapes, instalaciones eléctricas y cualquier trabajo que requiera perfecta nivelación.",,"https://m.media-amazon.com/images/I/71Y+KZM5q3L._AC_UF894,1000_QL80_.jpg",387.95,,,,,,,
TIER0001,simple,Electrodopara Tierra Fisica 30cm,"Electrodopara de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71JVZB8wVTL._AC_UF894,1000_QL80_.jpg",699.59,,,,,,,
TIER0003,simple,Electrodopara Tierra Fisica 1mts,"Electrodopara de alta calidad para uso profesional y doméstico. Fabricado con materiales seleccionados que garantizan durabilidad y un rendimiento confiable en cada aplicación. Ideal para proyectos de construcción, instalaciones y mantenimiento general en el hogar, taller o empresa.",,"https://m.media-amazon.com/images/I/71JVZB8wVTL._AC_UF894,1000_QL80_.jpg",2925.0,,,,,,,
